category,product_url
Bathroom Lighting & Lighting Fixtures,https://www.ikea.com/ca/en/p/svallis-led-ceiling-lamp-white-dimmable-white-00357085/
Bathroom Lighting & Lighting Fixtures,https://www.ikea.com/ca/en/p/oestana-ceiling-spotlight-white-00228507/
Bathroom Lighting & Lighting Fixtures,https://www.ikea.com/ca/en/p/frihult-ceiling-lamp-stainless-steel-color-30431649/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/stjaernanis-flower-box-outdoor-acacia-50451090/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/boysenbaer-plant-pot-indoor-outdoor-light-gray-10477054/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/svartpeppar-plant-pot-holder-indoor-outdoor-black-80459264/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/askholmen-plant-stand-gray-brown-light-brown-stained-gray-brown-stained-light-brown-10258669/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/sommarfest-flower-box-with-holder-indoor-outdoor-anthracite-90438775/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/stjaernanis-flower-box-outdoor-acacia-90451093/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/askholmen-flower-box-gray-brown-light-brown-stained-gray-brown-stained-light-brown-30258673/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/oestlig-plant-pot-indoor-outdoor-red-brown-20384865/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/socker-flower-box-with-holder-indoor-outdoor-galvanized-70452324/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/askholmen-flower-box-with-trellis-outdoor-gray-brown-stained-s59053925/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/socker-flower-box-with-holder-indoor-outdoor-turquoise-00452327/
Outdoor plant pots| stands & plants,https://www.ikea.com/ca/en/p/skurar-flower-box-with-holder-indoor-outdoor-white-50387198/
